 c 	4.520e-02
 c#	1.127e-04
 c.	1.127e-04
 c0	9.028e-02
 ca	2.266e-02
 cb	1.127e-04
 cc	1.127e-04
 cd	1.127e-04
 ce	1.016e-01
 cf	1.127e-04
 cg	1.127e-04
 ch	1.579e-01
 ci	1.127e-04
 cj	1.127e-04
 ck	1.127e-04
 cl	1.127e-04
 cm	1.127e-04
 cn	1.127e-04
 co	6.774e-02
 cp	1.127e-04
 cq	1.127e-04
 cr	4.520e-02
 cs	1.127e-04
 ct	1.127e-04
 cu	1.138e-02
 cv	1.127e-04
 cw	1.127e-04
 cx	1.127e-04
 cy	1.127e-04
 cz	1.127e-04
 d 	2.639e-06
 d#	2.639e-06
 d.	2.665e-04
 d0	2.639e-06
 da	2.011e-01
 db	2.639e-06
 dc	2.639e-06
 dd	2.639e-06
 de	4.349e-01
 df	2.639e-06
 dg	2.639e-06
 dh	2.639e-06
 di	3.222e-01
 dj	2.639e-06
 dk	2.639e-06
 dl	2.639e-06
 dm	2.639e-06
 dn	2.665e-04
 do	9.502e-03
 dp	2.639e-06
 dq	2.639e-06
 dr	7.127e-03
 ds	2.639e-06
 dt	2.639e-06
 du	1.399e-02
 dv	2.639e-06
 dw	2.639e-06
 dx	2.639e-06
 dy	2.639e-06
 dz	2.639e-06
 e 	6.606e-06
 e#	6.606e-06
 e.	6.606e-06
 e0	6.606e-06
 ea	1.328e-03
 eb	1.718e-02
 ec	1.328e-03
 ed	6.606e-06
 ee	6.606e-06
 ef	1.256e-02
 eg	6.672e-04
 eh	2.649e-03
 ei	3.904e-01
 ej	6.606e-06
 ek	6.606e-06
 el	4.631e-03
 em	6.613e-03
 en	1.143e-01
 eo	6.606e-06
 ep	6.606e-06
 eq	6.606e-06
 er	2.088e-01
 es	9.117e-02
 et	1.190e-02
 eu	9.712e-02
 ev	6.613e-03
 ew	6.606e-06
 ex	5.952e-03
 ey	6.606e-06
 ez	6.606e-06
 f 	1.320e-05
 f#	1.320e-05
 f.	1.320e-05
 f0	1.320e-05
 fa	3.961e-02
 fb	1.320e-05
 fc	1.320e-05
 fd	1.320e-05
 fe	6.468e-02
 ff	1.717e-02
 fg	1.320e-05
 fh	2.641e-02
 fi	5.016e-02
 fj	1.320e-05
 fk	1.320e-05
 fl	3.037e-02
 fm	1.320e-05
 fn	2.641e-02
 fo	8.316e-02
 fp	1.320e-05
 fq	1.320e-05
 fr	5.979e-01
 fs	1.320e-05
 ft	1.320e-05
 fu	1.057e-02
 fv	1.320e-05
 fw	1.320e-05
 fx	1.320e-05
 fy	1.320e-05
 fz	1.320e-05
 g 	1.276e-05
 g#	1.276e-05
 g.	1.276e-05
 g0	1.276e-05
 ga	5.360e-02
 gb	2.565e-03
 gc	1.276e-05
 gd	1.276e-05
 ge	6.444e-01
 gf	1.276e-05
 gg	1.276e-05
 gh	1.276e-05
 gi	3.957e-02
 gj	1.276e-05
 gk	1.276e-05
 gl	4.722e-02
 gm	1.276e-05
 gn	2.565e-03
 go	3.841e-03
 gp	1.276e-05
 gq	1.276e-05
 gr	1.161e-01
 gs	1.276e-05
 gt	1.660e-02
 gu	2.170e-02
 gv	1.276e-05
 gw	1.276e-05
 gx	1.276e-05
 gy	1.276e-05
 gz	1.276e-05
 h 	1.437e-05
 h#	1.437e-05
 h.	1.452e-03
 h0	1.437e-05
 ha	3.910e-01
 hb	1.437e-05
 hc	1.452e-03
 hd	1.437e-05
 he	2.746e-01
 hf	1.452e-03
 hg	1.437e-05
 hh	4.326e-03
 hi	1.725e-01
 hj	1.437e-05
 hk	1.437e-05
 hl	8.639e-03
 hm	1.437e-05
 hn	5.764e-03
 ho	3.882e-02
 hp	1.437e-05
 hq	1.437e-05
 hr	4.326e-03
 hs	1.437e-05
 ht	2.157e-02
 hu	1.439e-02
 hv	1.437e-05
 hw	1.437e-05
 hx	1.437e-05
 hy	1.452e-03
 hz	1.437e-05
 i 	7.590e-04
 i#	7.515e-06
 i.	7.515e-06
 i0	7.515e-06
 ia	7.515e-06
 ib	7.515e-06
 ic	1.578e-01
 id	1.510e-03
 ie	7.515e-06
 if	7.515e-06
 ig	7.590e-04
 ih	1.135e-01
 ii	7.515e-06
 ij	7.515e-06
 ik	7.515e-06
 il	7.515e-06
 im	1.270e-01
 in	4.178e-01
 io	7.515e-06
 ip	7.515e-06
 iq	7.515e-06
 ir	1.510e-03
 is	1.465e-01
 it	2.262e-03
 iu	7.515e-06
 iv	7.515e-06
 iw	7.515e-06
 ix	7.515e-06
 iy	7.515e-06
 iz	7.515e-06
 j 	5.503e-05
 j#	5.503e-05
 j.	5.503e-05
 j0	5.503e-05
 ja	3.412e-01
 jb	5.503e-05
 jc	5.503e-05
 jd	5.503e-05
 je	3.137e-01
 jf	5.503e-05
 jg	5.503e-05
 jh	1.106e-02
 ji	5.558e-03
 jj	5.503e-05
 jk	5.503e-05
 jl	5.503e-05
 jm	5.503e-05
 jn	2.207e-02
 jo	5.558e-03
 jp	5.503e-05
 jq	5.503e-05
 jr	5.503e-05
 js	5.503e-05
 jt	5.503e-05
 ju	7.710e-02
 jv	5.503e-05
 jw	5.503e-05
 jx	5.503e-05
 jy	5.503e-05
 jz	5.503e-05
 k 	1.397e-03
 k#	1.384e-05
 k.	1.384e-05
 k0	1.384e-05
 ka	9.549e-02
 kb	1.384e-05
 kc	1.384e-05
 kd	1.384e-05
 ke	5.813e-02
 kf	1.384e-05
 kg	1.384e-05
 kh	1.397e-03
 ki	2.781e-03
 kj	1.384e-05
 kk	1.384e-05
 kl	5.121e-02
 km	5.548e-03
 kn	8.857e-02
 ko	5.895e-01
 kp	1.384e-05
 kq	1.384e-05
 kr	2.354e-02
 ks	1.397e-03
 kt	1.384e-05
 ku	2.492e-02
 kv	1.384e-05
 kw	1.384e-05
 kx	1.384e-05
 ky	1.384e-05
 kz	1.384e-05
 l 	2.553e-05
 l#	2.553e-05
 l.	2.553e-05
 l0	2.553e-05
 la	2.119e-01
 lb	2.553e-05
 lc	2.578e-03
 ld	2.553e-05
 le	3.447e-01
 lf	2.553e-05
 lg	2.553e-05
 lh	2.553e-05
 li	9.448e-02
 lj	2.553e-05
 lk	2.553e-05
 ll	2.553e-05
 lm	2.553e-05
 ln	1.634e-01
 lo	4.342e-02
 lp	5.131e-03
 lq	2.553e-05
 lr	2.553e-05
 ls	1.024e-02
 lt	7.684e-03
 lu	7.684e-03
 lv	2.553e-05
 lw	2.553e-05
 lx	2.553e-05
 ly	5.131e-03
 lz	2.553e-05
 m 	1.114e-05
 m#	1.114e-05
 m.	1.114e-05
 m0	1.114e-05
 ma	1.237e-01
 mb	1.114e-05
 mc	1.014e-01
 md	1.114e-05
 me	2.072e-01
 mf	1.114e-05
 mg	3.343e-02
 mh	1.114e-05
 mi	3.342e-01
 mj	1.114e-05
 mk	1.114e-05
 ml	1.114e-05
 mm	1.114e-05
 mn	1.004e-02
 mo	4.457e-02
 mp	1.114e-05
 mq	1.114e-05
 mr	1.125e-03
 ms	4.902e-02
 mt	1.125e-03
 mu	4.902e-02
 mv	1.114e-05
 mw	1.114e-05
 mx	1.114e-05
 my	1.114e-05
 mz	1.114e-05
 n 	1.495e-05
 n#	1.495e-05
 n.	1.495e-05
 n0	1.495e-05
 na	1.810e-01
 nb	1.495e-05
 nc	1.347e-02
 nd	7.628e-02
 ne	8.974e-02
 nf	1.495e-05
 ng	1.510e-03
 nh	1.495e-05
 ni	3.126e-01
 nj	1.495e-05
 nk	1.495e-05
 nl	1.495e-05
 nm	1.347e-02
 nn	1.495e-05
 no	1.196e-01
 np	1.495e-05
 nq	1.495e-05
 nr	7.492e-03
 ns	1.495e-05
 nt	3.006e-03
 nu	1.211e-01
 nv	1.495e-05
 nw	1.495e-05
 nx	1.495e-05
 ny	1.495e-05
 nz	1.495e-05
 o 	5.723e-05
 o#	5.723e-05
 o.	5.781e-03
 o0	5.723e-05
 oa	5.723e-05
 ob	1.431e-01
 oc	5.723e-05
 od	2.920e-01
 oe	5.723e-05
 of	9.163e-02
 og	5.723e-05
 oh	3.440e-02
 oi	5.723e-05
 oj	5.723e-05
 ok	5.781e-03
 ol	5.723e-05
 om	5.723e-05
 on	5.723e-05
 oo	5.723e-05
 op	6.874e-02
 oq	5.723e-05
 or	8.019e-02
 os	4.584e-02
 ot	5.723e-05
 ou	5.723e-05
 ov	5.723e-05
 ow	5.723e-05
 ox	5.723e-05
 oy	5.723e-05
 oz	5.723e-05
 p 	1.593e-05
 p#	1.593e-05
 p.	1.593e-05
 p0	1.593e-05
 pa	1.848e-01
 pb	1.593e-05
 pc	1.593e-05
 pd	1.593e-05
 pe	4.144e-02
 pf	1.117e-02
 pg	1.593e-05
 ph	6.388e-03
 pi	1.593e-05
 pj	1.593e-05
 pk	1.593e-05
 pl	2.551e-02
 pm	1.593e-05
 pn	1.593e-05
 po	9.560e-02
 pp	4.795e-03
 pq	1.593e-05
 pr	5.066e-01
 ps	1.609e-03
 pt	1.593e-05
 pu	5.737e-02
 pv	1.593e-05
 pw	1.593e-05
 px	1.593e-05
 py	1.593e-05
 pz	1.593e-05
 q 	1.862e-04
 q#	1.862e-04
 q.	1.862e-04
 q0	1.862e-04
 qa	1.862e-04
 qb	1.862e-04
 qc	1.862e-04
 qd	1.862e-04
 qe	1.862e-04
 qf	1.862e-04
 qg	1.862e-04
 qh	1.862e-04
 qi	1.862e-04
 qj	1.862e-04
 qk	1.862e-04
 ql	1.862e-04
 qm	1.862e-04
 qn	1.862e-04
 qo	1.862e-04
 qp	1.862e-04
 qq	1.862e-04
 qr	1.862e-04
 qs	1.862e-04
 qt	1.862e-04
 qu	2.422e-01
 qv	1.862e-04
 qw	1.862e-04
 qx	1.862e-04
 qy	1.862e-04
 qz	1.862e-04
 r 	2.013e-05
 r#	2.013e-05
 r.	2.013e-05
 r0	2.013e-05
 ra	1.631e-01
 rb	2.033e-03
 rc	4.047e-03
 rd	2.013e-05
 re	5.758e-01
 rf	2.013e-05
 rg	2.033e-03
 rh	4.047e-03
 ri	1.007e-01
 rj	2.013e-05
 rk	2.013e-05
 rl	2.013e-05
 rm	1.210e-02
 rn	2.013e-05
 ro	3.223e-02
 rp	2.013e-05
 rq	2.013e-05
 rr	2.013e-05
 rs	2.013e-05
 rt	2.033e-03
 ru	2.015e-02
 rv	2.013e-05
 rw	2.013e-05
 rx	2.013e-05
 ry	2.013e-05
 rz	2.013e-05
 s 	6.524e-06
 s#	6.524e-06
 s.	6.524e-06
 s0	6.524e-06
 sa	3.002e-02
 sb	6.524e-06
 sc	1.090e-01
 sd	1.964e-03
 se	1.357e-01
 sf	6.524e-06
 sg	6.524e-06
 sh	6.524e-06
 si	2.845e-01
 sj	6.524e-06
 sk	6.590e-04
 sl	6.524e-06
 sm	3.269e-03
 sn	6.590e-04
 so	1.657e-01
 sp	2.937e-02
 sq	6.524e-06
 sr	2.616e-03
 ss	6.524e-06
 st	1.944e-01
 su	9.793e-03
 sv	6.524e-06
 sw	1.311e-03
 sx	6.524e-06
 sy	4.574e-03
 sz	6.524e-06
 t 	4.103e-05
 t#	4.103e-05
 t.	4.103e-05
 t0	4.103e-05
 ta	2.175e-01
 tb	4.103e-05
 tc	4.103e-05
 td	4.103e-05
 te	2.052e-01
 tf	4.103e-05
 tg	4.144e-03
 th	5.748e-02
 ti	8.247e-03
 tj	4.103e-05
 tk	4.103e-05
 tl	4.103e-05
 tm	4.103e-05
 tn	4.103e-05
 to	2.876e-02
 tp	4.103e-05
 tq	4.103e-05
 tr	1.888e-01
 ts	4.103e-05
 tt	4.517e-02
 tu	7.800e-02
 tv	4.103e-05
 tw	4.103e-05
 tx	4.103e-05
 ty	4.103e-05
 tz	4.103e-05
 u 	8.335e-06
 u#	8.335e-06
 u.	3.342e-03
 u0	8.335e-06
 ua	8.335e-06
 ub	8.335e-06
 uc	8.335e-06
 ud	8.335e-06
 ue	2.001e-02
 uf	8.335e-06
 ug	8.335e-06
 uh	4.176e-03
 ui	8.335e-06
 uj	8.335e-06
 uk	8.335e-06
 ul	8.335e-06
 um	1.100e-01
 un	8.235e-01
 uo	8.335e-06
 up	8.335e-06
 uq	8.335e-06
 ur	1.675e-03
 us	3.342e-03
 ut	8.335e-06
 uu	8.335e-06
 uv	8.335e-06
 uw	8.335e-06
 ux	8.335e-06
 uy	8.335e-06
 uz	8.335e-06
 v 	1.052e-05
 v#	1.052e-05
 v.	1.052e-05
 v0	1.052e-05
 va	8.425e-03
 vb	1.052e-05
 vc	1.052e-05
 vd	1.052e-05
 ve	3.987e-01
 vf	1.052e-05
 vg	1.052e-05
 vh	1.052e-05
 vi	5.365e-02
 vj	1.052e-05
 vk	1.052e-05
 vl	3.166e-03
 vm	1.052e-05
 vn	1.052e-05
 vo	4.933e-01
 vp	1.052e-05
 vq	1.052e-05
 vr	1.052e-05
 vs	1.052e-05
 vt	1.052e-05
 vu	1.052e-05
 vv	1.052e-05
 vw	1.052e-05
 vx	1.052e-05
 vy	1.052e-05
 vz	1.052e-05
 w 	7.863e-06
 w#	7.863e-06
 w.	7.942e-04
 w0	7.863e-06
 wa	9.201e-02
 wb	7.863e-06
 wc	7.863e-06
 wd	7.863e-06
 we	2.941e-01
 wf	7.863e-06
 wg	7.863e-06
 wh	1.416e-02
 wi	4.073e-01
 wj	7.863e-06
 wk	7.863e-06
 wl	7.863e-06
 wm	7.863e-06
 wn	3.940e-03
 wo	8.179e-02
 wp	7.863e-06
 wq	7.863e-06
 wr	2.281e-02
 ws	7.863e-06
 wt	7.942e-04
 wu	4.955e-02
 wv	7.863e-06
 ww	7.863e-06
 wx	7.863e-06
 wy	7.942e-04
 wz	7.863e-06
 x 	2.397e-04
 x#	2.397e-04
 x.	2.397e-04
 x0	2.397e-04
 xa	2.397e-04
 xb	2.397e-04
 xc	2.397e-04
 xd	2.397e-04
 xe	2.397e-04
 xf	2.397e-04
 xg	2.397e-04
 xh	2.397e-04
 xi	2.397e-04
 xj	2.397e-04
 xk	2.397e-04
 xl	2.397e-04
 xm	2.397e-04
 xn	2.397e-04
 xo	2.397e-04
 xp	2.397e-04
 xq	2.397e-04
 xr	2.397e-04
 xs	2.397e-04
 xt	2.397e-04
 xu	2.397e-04
 xv	2.397e-04
 xw	2.397e-04
 xx	2.421e-02
 xy	2.397e-04
 xz	2.397e-04
 y 	2.456e-04
 y#	2.456e-04
 y.	2.456e-04
 y0	2.456e-04
 ya	2.456e-04
 yb	2.456e-04
 yc	2.456e-04
 yd	2.456e-04
 ye	2.456e-04
 yf	2.456e-04
 yg	2.456e-04
 yh	2.456e-04
 yi	2.456e-04
 yj	2.456e-04
 yk	2.456e-04
 yl	2.456e-04
 ym	2.456e-04
 yn	2.456e-04
 yo	2.456e-04
 yp	2.456e-04
 yq	2.456e-04
 yr	2.456e-04
 ys	2.456e-04
 yt	2.456e-04
 yu	2.456e-04
 yv	2.456e-04
 yw	2.456e-04
 yx	2.456e-04
 yy	2.456e-04
 yz	2.456e-04
 z 	1.237e-05
 z#	1.237e-05
 z.	1.249e-03
 z0	1.237e-05
 za	8.668e-03
 zb	1.237e-05
 zc	1.237e-05
 zd	1.237e-05
 ze	8.286e-02
 zf	1.237e-05
 zg	3.722e-03
 zh	2.485e-03
 zi	8.533e-02
 zj	1.237e-05
 zk	1.237e-05
 zl	1.237e-05
 zm	1.237e-05
 zn	1.237e-05
 zo	1.249e-03
 zp	1.237e-05
 zq	1.237e-05
 zr	1.237e-05
 zs	1.237e-05
 zt	1.237e-05
 zu	6.727e-01
 zv	1.237e-05
 zw	9.151e-02
 zx	1.237e-05
 zy	1.237e-05
 zz	1.237e-05
#  	2.456e-04
# .	2.456e-04
# 0	2.456e-04
# a	2.456e-04
# b	2.456e-04
# c	2.456e-04
# d	2.456e-04
# e	2.456e-04
# f	2.456e-04
# g	2.456e-04
# h	2.456e-04
# i	2.456e-04
# j	2.456e-04
# k	2.456e-04
# l	2.456e-04
# m	2.456e-04
# n	2.456e-04
# o	2.456e-04
# p	2.456e-04
# q	2.456e-04
# r	2.456e-04
# s	2.456e-04
# t	2.456e-04
# u	2.456e-04
# v	2.456e-04
# w	2.456e-04
# x	2.456e-04
# y	2.456e-04
# z	2.456e-04
## 	2.456e-04
##.	2.456e-04
##0	2.456e-04
##a	2.456e-04
##b	2.456e-04
##c	2.456e-04
##d	2.456e-04
##e	2.456e-04
##f	2.456e-04
##g	2.456e-04
##h	2.456e-04
##i	2.456e-04
##j	2.456e-04
##k	2.456e-04
##l	2.456e-04
##m	2.456e-04
##n	2.456e-04
##o	2.456e-04
##p	2.456e-04
##q	2.456e-04
##r	2.456e-04
##s	2.456e-04
##t	2.456e-04
##u	2.456e-04
##v	2.456e-04
##w	2.456e-04
##x	2.456e-04
##y	2.456e-04
##z	2.456e-04
#. 	2.456e-04
#..	2.456e-04
#.0	2.456e-04
#.a	2.456e-04
#.b	2.456e-04
#.c	2.456e-04
#.d	2.456e-04
#.e	2.456e-04
#.f	2.456e-04
#.g	2.456e-04
#.h	2.456e-04
#.i	2.456e-04
#.j	2.456e-04
#.k	2.456e-04
#.l	2.456e-04
#.m	2.456e-04
#.n	2.456e-04
#.o	2.456e-04
#.p	2.456e-04
#.q	2.456e-04
#.r	2.456e-04
#.s	2.456e-04
#.t	2.456e-04
#.u	2.456e-04
#.v	2.456e-04
#.w	2.456e-04
#.x	2.456e-04
#.y	2.456e-04
#.z	2.456e-04
#0 	2.456e-04
#0.	2.456e-04
#00	2.456e-04
#0a	2.456e-04
#0b	2.456e-04
#0c	2.456e-04
#0d	2.456e-04
#0e	2.456e-04
#0f	2.456e-04
#0g	2.456e-04
#0h	2.456e-04
#0i	2.456e-04
#0j	2.456e-04
#0k	2.456e-04
#0l	2.456e-04
#0m	2.456e-04
#0n	2.456e-04
#0o	2.456e-04
#0p	2.456e-04
#0q	2.456e-04
#0r	2.456e-04
#0s	2.456e-04
#0t	2.456e-04
#0u	2.456e-04
#0v	2.456e-04
#0w	2.456e-04
#0x	2.456e-04
#0y	2.456e-04
#0z	2.456e-04
#a 	1.034e-04
#a.	1.034e-04
#a0	4.146e-02
#aa	1.034e-04
#ab	1.242e-01
#ac	1.034e-04
#ad	1.034e-04
#ae	1.034e-04
#af	1.034e-04
#ag	1.034e-04
#ah	1.044e-02
#ai	1.034e-04
#aj	1.034e-04
#ak	1.034e-04
#al	9.316e-02
#am	2.078e-02
#an	5.180e-02
#ao	1.034e-04
#ap	1.034e-04
#aq	1.034e-04
#ar	2.078e-02
#as	1.034e-04
#at	1.034e-04
#au	2.172e-01
#av	1.034e-04
#aw	1.034e-04
#ax	1.034e-04
#ay	1.034e-04
#az	1.034e-04
#b 	1.647e-04
#b.	1.647e-04
#b0	1.647e-04
#ba	1.647e-04
#bb	1.647e-04
#bc	1.647e-04
#bd	1.647e-04
#be	2.801e-01
#bf	1.647e-04
#bg	1.647e-04
#bh	1.647e-04
#bi	3.310e-02
#bj	1.647e-04
#bk	1.647e-04
#bl	1.647e-04
#bm	1.647e-04
#bn	1.647e-04
#bo	1.647e-04
#bp	1.647e-04
#bq	1.647e-04
#br	1.663e-02
#bs	1.647e-04
#bt	1.647e-04
#bu	1.647e-04
#bv	1.647e-04
#bw	1.647e-04
#bx	1.647e-04
#by	1.647e-04
#bz	1.647e-04
#c 	2.456e-04
#c.	2.456e-04
#c0	2.456e-04
#ca	2.456e-04
#cb	2.456e-04
#cc	2.456e-04
#cd	2.456e-04
#ce	2.456e-04
#cf	2.456e-04
#cg	2.456e-04
#ch	2.456e-04
#ci	2.456e-04
#cj	2.456e-04
#ck	2.456e-04
#cl	2.456e-04
#cm	2.456e-04
#cn	2.456e-04
#co	2.456e-04
#cp	2.456e-04
#cq	2.456e-04
#cr	2.456e-04
#cs	2.456e-04
#ct	2.456e-04
#cu	2.456e-04
#cv	2.456e-04
#cw	2.456e-04
#cx	2.456e-04
#cy	2.456e-04
#cz	2.456e-04
#d 	3.229e-05
#d.	3.229e-05
#d0	3.229e-05
#da	2.583e-01
#db	3.229e-05
#dc	3.229e-05
#dd	3.229e-05
#de	2.099e-01
#df	3.229e-05
#dg	3.229e-05
#dh	3.229e-05
#di	3.520e-01
#dj	3.229e-05
#dk	3.229e-05
#dl	3.229e-05
#dm	3.229e-05
#dn	3.229e-05
#do	3.555e-02
#dp	3.229e-05
#dq	3.229e-05
#dr	9.718e-03
#ds	3.229e-05
#dt	3.229e-05
#du	3.261e-03
#dv	3.229e-05
#dw	3.229e-05
#dx	3.229e-05
#dy	3.229e-05
#dz	3.229e-05
#e 	1.045e-04
#e.	1.045e-04
#e0	1.045e-04
#ea	1.045e-04
#eb	1.055e-02
#ec	1.045e-04
#ed	1.045e-04
#ee	1.045e-04
#ef	1.045e-04
#eg	1.045e-04
#eh	1.045e-04
#ei	1.359e-01
#ej	1.045e-04
#ek	1.045e-04
#el	1.045e-04
#em	1.045e-04
#en	1.055e-02
#eo	1.045e-04
#ep	1.045e-04
#eq	1.045e-04
#er	8.368e-02
#es	3.344e-01
#et	1.045e-04
#eu	1.045e-04
#ev	1.045e-04
#ew	1.045e-04
#ex	1.045e-04
#ey	1.045e-04
#ez	1.045e-04
#f 	1.194e-04
#f.	1.194e-04
#f0	1.194e-04
#fa	1.206e-02
#fb	1.194e-04
#fc	1.194e-04
#fd	1.194e-04
#fe	2.401e-02
#ff	1.194e-04
#fg	1.194e-04
#fh	1.194e-04
#fi	1.194e-04
#fj	1.194e-04
#fk	1.194e-04
#fl	1.194e-04
#fm	1.194e-04
#fn	1.206e-02
#fo	1.194e-04
#fp	1.194e-04
#fq	1.194e-04
#fr	4.660e-01
#fs	1.194e-04
#ft	1.194e-04
#fu	1.194e-04
#fv	1.194e-04
#fw	1.194e-04
#fx	1.194e-04
#fy	1.194e-04
#fz	1.194e-04
#g 	1.897e-04
#g.	1.897e-04
#g0	1.897e-04
#ga	1.897e-04
#gb	1.897e-04
#gc	1.897e-04
#gd	1.897e-04
#ge	1.519e-01
#gf	1.897e-04
#gg	1.897e-04
#gh	1.897e-04
#gi	1.916e-02
#gj	1.897e-04
#gk	1.897e-04
#gl	5.709e-02
#gm	1.897e-04
#gn	1.897e-04
#go	1.897e-04
#gp	1.897e-04
#gq	1.897e-04
#gr	1.897e-04
#gs	1.897e-04
#gt	1.897e-04
#gu	1.897e-04
#gv	1.897e-04
#gw	1.897e-04
#gx	1.897e-04
#gy	1.897e-04
#gz	1.897e-04
#h 	9.370e-05
#h.	9.370e-05
#h0	9.370e-05
#ha	9.464e-03
#hb	9.370e-05
#hc	9.370e-05
#hd	9.370e-05
#he	5.248e-01
#hf	9.370e-05
#hg	9.370e-05
#hh	9.370e-05
#hi	8.443e-02
#hj	9.370e-05
#hk	9.370e-05
#hl	9.370e-05
#hm	9.370e-05
#hn	9.370e-05
#ho	9.370e-05
#hp	9.370e-05
#hq	9.370e-05
#hr	9.370e-05
#hs	9.370e-05
#ht	9.370e-05
#hu	9.370e-05
#hv	9.370e-05
#hw	9.370e-05
#hx	9.370e-05
#hy	9.370e-05
#hz	9.370e-05
#i 	5.109e-05
#i.	5.109e-05
#i0	5.109e-05
#ia	5.109e-05
#ib	5.109e-05
#ic	5.621e-01
#id	5.109e-05
#ie	5.109e-05
#if	5.109e-05
#ig	5.109e-05
#ih	5.160e-03
#ii	5.109e-05
#ij	5.109e-05
#ik	5.109e-05
#il	5.109e-05
#im	3.582e-02
#in	1.840e-01
#io	5.109e-05
#ip	5.109e-05
#iq	5.109e-05
#ir	5.109e-05
#is	5.160e-03
#it	5.109e-05
#iu	5.109e-05
#iv	5.109e-05
#iw	5.109e-05
#ix	5.109e-05
#iy	5.109e-05
#iz	5.109e-05
#j 	1.933e-04
#j.	1.933e-04
#j0	1.933e-04
#ja	1.953e-02
#jb	1.933e-04
#jc	1.933e-04
#jd	1.933e-04
#je	1.935e-01
#jf	1.933e-04
#jg	1.933e-04
#jh	1.933e-04
#ji	1.933e-04
#jj	1.933e-04
#jk	1.933e-04
#jl	1.933e-04
#jm	1.933e-04
#jn	1.933e-04
#jo	1.933e-04
#jp	1.933e-04
#jq	1.933e-04
#jr	1.933e-04
#js	1.933e-04
#jt	1.933e-04
#ju	1.933e-04
#jv	1.933e-04
#jw	1.933e-04
#jx	1.933e-04
#jy	1.933e-04
#jz	1.933e-04
#k 	2.236e-04
#k.	2.236e-04
#k0	2.236e-04
#ka	2.236e-04
#kb	2.236e-04
#kc	2.236e-04
#kd	2.236e-04
#ke	2.236e-04
#kf	2.236e-04
#kg	2.236e-04
#kh	2.236e-04
#ki	2.236e-04
#kj	2.236e-04
#kk	2.236e-04
#kl	2.236e-04
